"","County","At Risk Pop 10-19","Court Commitments(CC)","Commitment Rate per 1K","Commitment Rate Rank","CC White %","CC Black %","CC Hispanic %","CC Male %","Alt Plans Commitments","Alt Plans Commitments %","Detention Long Term","Detention Long Term White %","Detention Long Term Black %","Detention Long Term Hispanic %","Detention Long Term Male %","Detention Total","Detention Rate per 1K","Detention White %","Detention Black %","Detention Hispanic %","Detention Male %","Short-Term Program","Short-Term Program White %","Short-Term Program Black %","Short-Term Program Hispanic %","Short-Term Program Male %","22/23 Grads","GR Black","GR White","GR Hispanic","GR Asian","GR Female","GR Male","GR Eco Dis","Grads with HOPE Rate","2022 Model-Based Estimate of Median Household Income, Dollars","2022 Rank","2018-2022 Median Household Income, Dollars","2018-2022 Rank of Total","2018-2022 Median Household Income, White, Dollars","2018-2022 Median Household Income, Black, Dollars","2018-2022 Median Household Income, Hispanic, Dollars","2018-2022 Households With Incomes Less than $10,000, Percent","2018-2022 Households With Incomes Less than $10,000, White, Percent","2018-2022 Households With Incomes Less than $10,000, Black, Percent","2018-2022 Households With Incomes Less than $10,000, Hispanic, Percent","2018-2022 Households With Incomes $10,000-$24,999, Percent","2018-2022 Households With Incomes $10,000-$24,999, White, Percent","2018-2022 Households With Incomes $10,000-$24,999, Black, Percent...15","2018-2022 Households With Incomes $10,000-$24,999, Black, Percent...16","2018-2022 Households With Incomes $25,000-$49,999, Percent","2018-2022 Households With Incomes $25,000-$49,999, White, Percent...18","2018-2022 Households With Incomes $25,000-$49,999, White, Percent...19","2018-2022 Households With Incomes $25,000-$49,999, White, Percent...20","2018-2022 Households With Incomes $50,000-$99,999, Percent","2018-2022 Households With Incomes $50,000-$99,999, White, Percent","2018-2022 Households With Incomes $50,000-$99,999, Black, Percent","2018-2022 Households With Incomes $50,000-$99,999, Hispanic, Percent","2018-2022 Households With Incomes $100,000 or More, Percent","2018-2022 Households With Incomes $100,000 or More, White, Percent","2018-2022 Households With Incomes $100,000 or More, Black, Percent","2018-2022 Households With Incomes $100,000 or More, Hispanic, Percent","2022 Total Persons in Poverty","2022 Total Persons in Poverty, Percent","2022 Rank of Total Persons in Poverty, Percent","2022 Children Under Age 18 in Poverty","2022 Children Under Age 18 in Poverty, Percent","2022 Related Children in Families, Age 5-17, in Poverty","2022 Related Children in Families, Age 5-17, in Poverty, Percent","2018-2022 Persons Below Poverty Level, Percent","2018-2022 Persons Below Poverty Level, White, Percent","2018-2022 Persons Below Poverty Level, Black, Percent","2018-2022 Persons Below Poverty Level, Hispanic, Percent","2018-2022 Persons Age 65 and Over in Poverty, Percent","2018-2022 Persons Less than High School Graduates in Poverty, Percent","2018-2022 Persons with Bachelor's Degree or Higher in Poverty, Percent","2018-2022 Families Below Poverty Level, Percent","2018-2022 Families Below Poverty Level with a White Householder, Percent","2018-2022 Families Below Poverty Level with a Black Householder, Percent","2018-2022 Families Below Poverty Level with a Hispanic Householder, Percent","2018-2022 Families Below Poverty Level, Female Head of Household, No Husband Present, Percent","2018-2022 Poverty Level with a White Householder, Female Head of Household, No Husband Present, Percent","2018-2022 Poverty Level with a Black Householder, Female Head of Household, No Husband Present, Percent","2018-2022 Poverty Level with an Hispanic Householder, Female Head of Household, No Husband Present, Percent"
"38","COWETA",20523,4,0.194903279247673,101,0.25,0.75,0,1,2,0.5,2,0.5,0.5,0,1,26,1.26687131510988,0.307692307692308,0.692307692307692,0,0.923076923076923,1,0,1,0,1,1705,0.898268398268398,0.921531100478469,0.915492957746479,0.931034482758621,0.932522123893805,0.897916666666667,0.858846918489066,0.516866781017724,87618,11,90031,8,96874,"61942","69841",0.0304372704284106,0.0259204783835266,"5.8541371416112507E-2","8.8105726872246704E-3",0.0743488934418665,0.0628119499433366,"0.12667611468439988","0.11248164464023495",0.157151558779556,0.135943867094254,"0.2317671427014063","0.27342143906020561",0.295051405578013,0.291346177030839,"0.33064428213234492","0.25198237885462554",0.443010871772154,0.483977527548043,"0.25237108906573641","0.35330396475770925",11387,0.0750344300427657,"7",3451,0.100541894884046,2439,0.0933231299024297,0.0832770604404974,0.0642667265715676,0.125213496792804,"0.1797226724293175",0.0561851252261689,0.225131463628396,0.0302640428082692,0.055,0.047,"7.7999999999999986E-2","0.12899999999999998",0.16,0.167,"0.16","0.311"
"39","CRAWFORD",1460,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,6,4.10958904109589,0.666666666666667,0.333333333333333,0,0.666666666666667,0,NA,NA,NA,NA,116,0.892857142857143,0.863157894736842,NA,NA,0.875,0.857142857142857,0.907692307692308,0.415929203539823,60295,56,56948,62,68692,"26058","103778",0.0745614035087719,0.0336160854539742,"0.21287128712871287","0",0.149353647276085,0.118441721646246,"0.26534653465346536","8.2644628099173556E-3",0.219990766389658,0.232485076971411,"0.19603960396039605","0.15702479338842976",0.291089566020314,0.311655670750864,"0.24554455445544554","0.1487603305785124",0.265004616805171,0.303801445177506,"8.01980198019802E-2","0.68595041322314054",2034,0.169217970049917,"79",559,0.232722731057452,400,0.214362272240086,0.166137123745819,0.129840546697039,0.314307458143075,"0.1226215644820296",0.193372673626872,0.272215269086358,0.0561914672216441,0.123,0.109,"0.23499999999999999","0.15799999999999997",0.312,0.321,"0.32600000000000001","1"
"40","CRISP",2668,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,16,5.99700149925037,0.0625,0.875,0.0625,0.6875,1,0,1,0,0,241,0.823899371069182,0.855769230769231,0.866666666666667,NA,0.86231884057971,0.80794701986755,0.833910034602076,0.369294605809129,43884,140,47463,114,62137,"31767","59511",0.0559678027921016,0.0158406879384476,"0.1066746126340882","0",0.234435920010062,0.208191898619597,"0.27056019070321813","8.0267558528428096E-2",0.221984656018111,0.20479746548993,"0.24880810488676997","0.35785953177257523",0.30310652748082,0.29938900203666,"0.29469606674612636","0.48160535117056857",0.184505093698906,0.271780945915365,"7.9261025029797372E-2","8.0267558528428096E-2",4833,0.251195426195426,"143",1719,0.374673060156931,1152,0.338524831031443,0.23553258335867,0.09707104690283,0.392531773703745,"0.11809045226130653",0.131350355356673,0.295068027210884,0.0672975814931651,0.18,0.056,"0.32699999999999996","0",0.417,0.252,"0.46699999999999997","-"
"41","DADE",1990,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,8,4.02010050251256,0.625,0.25,0.125,0.875,0,NA,NA,NA,NA,139,NA,0.871621621621622,NA,NA,0.91358024691358,0.822784810126582,0.8125,0.564285714285714,59708,58,59531,56,59193,"-","86026",0.0146526177148502,0.0151954925729896,"0","0",0.101415870925255,0.102100051220761,"0","0.10810810810810811",0.330754033585775,0.330544647430425,"1","6.7567567567567571E-2",0.315113598946329,0.314324739627796,"0","0.47972972972972971",0.238063878827791,0.237835069148028,"0","0.34459459459459457",1745,0.112806257676644,"28",429,0.141630901287554,314,0.13681917211329,0.0653573087386371,0.0631275893546801,0.223684210526316,"9.0163934426229511E-2",0.105629348513599,0.212694125590817,0.0141394441735739,0.045,0.043,"1","0",0.162,0.163,"-","-"
"42","DAWSON",3326,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,4,1.20264582080577,1,0,0,1,0,NA,NA,NA,NA,225,NA,0.95959595959596,0.933333333333333,NA,0.967479674796748,0.938053097345133,0.902777777777778,0.540178571428571,84551,13,84516,12,84592,"-","80865",0.044861258822392,0.0466294458229942,"0","0",0.0578168809823069,0.0586228287841191,"0","3.4883720930232558E-2",0.171420284250218,0.167803970223325,"0.35135135135135137","0.10232558139534884",0.303200232040994,0.30241935483871,"0.13513513513513514","0.53953488372093028",0.42270134390409,0.424524400330852,"0.51351351351351349","0.32325581395348835",2398,0.0801229576664773,"9",651,0.111149052415913,454,0.105778191985089,0.0964338235294118,0.0998350166995292,0,"1.8844221105527637E-2",0.065,0.279620853080569,0.0296701713956503,0.074,0.076,"0","0",0.293,0.318,"0","0"
"43","DECATUR",3867,2,0.517196793379881,129,0,1,0,1,2,1,0,NA,NA,NA,NA,20,5.17196793379881,0.15,0.8,0,0.9,6,0.333333333333333,0.666666666666667,0,0.833333333333333,327,0.886363636363636,0.881944444444444,0.772727272727273,NA,0.903225806451613,0.845744680851064,0.874331550802139,0.400611620795107,46455,120,47383,115,57644,"34914","57800",0.113258863525983,0.0756793945648435,"0.170767004341534","0.26027397260273971",0.182710053423992,0.163226694186447,"0.20984081041968161","7.9908675799086754E-2",0.223020883924235,0.192982456140351,"0.27279305354558608","0.15296803652968036",0.272753763963089,0.291537667698658,"0.24626145682585623","0.15981735159817351",0.2082564351627,0.276573787409701,"0.10033767486734202","0.34703196347031962",6363,0.226368778682984,"128",2248,0.324386724386724,1615,0.319359303935139,0.24342693614738,0.204118838622552,0.307616043262731,"0.58403361344537819",0.132220795892169,0.347654968842243,0.103724329968674,0.195,0.146,"0.26299999999999996","0.46200000000000008",0.406,0.269,"0.44700000000000001","0.88900000000000001"
"44","DEKALB",91450,42,0.459267359212685,124,0.0238095238095238,0.928571428571429,0,0.880952380952381,37,0.880952380952381,5,0,1,0,0.6,324,3.54291962821214,0.0339506172839506,0.777777777777778,0.166666666666667,0.833333333333333,14,0,0.928571428571429,0,0.928571428571429,4994,0.769962453066333,0.916020671834625,0.607253086419753,0.806122448979592,0.810523019104291,0.708063566804002,0.73603291468168,0.466263650546022,76736,24,76044,24,116858,"59697","55948",0.0482211217644786,0.0288139953691793,"5.8968298109010012E-2","4.6871378910776362E-2",0.0975731394654585,0.0502625084564884,"0.13030450500556173","0.13951332560834298",0.191577986162329,0.120506150606485,"0.23229977753058956","0.2678447276940904",0.278692094264742,0.227824943544007,"0.32472191323692995","0.26975666280417149",0.383935658342992,0.57259240202384,"0.25370550611790876","0.2760139049826188",101463,0.135269751586166,"51",32033,0.192152651974134,22003,0.186002671310464,0.133992392593463,0.0699931078536848,0.160577915897736,"0.22421020992517363",0.0910296969078477,0.260362836723474,0.0496264455202229,0.094,0.028,"0.13","0.17599999999999999",0.2,0.124,"0.20799999999999999","0.312"
"45","DODGE",2242,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,7,3.12221231043711,0.571428571428571,0.428571428571428,0,1,0,NA,NA,NA,NA,188,0.921875,0.880952380952381,0.833333333333333,NA,0.872549019607843,0.916666666666667,0.899521531100478,0.515957446808511,43783,141,46091,123,50464,"35217","53629",0.088226392251816,0.0752535496957404,"0.13686249193027761","0",0.186289346246973,0.154361054766734,"0.29696578437701743","0.32653061224489793",0.254993946731235,0.266734279918864,"0.2001291155584248","3.0612244897959183E-2",0.261955205811138,0.268965517241379,"0.22336991607488701","0.40816326530612246",0.208535108958838,0.234685598377282,"0.14267269205939315","0.23469387755102042",4391,0.243822533177856,"142",1211,0.333333333333333,852,0.318981654810932,0.223375204806117,0.182980738869593,0.313888352327603,"0.1796657381615599",0.320415613591688,0.385899814471243,0.0872515753756665,0.159,0.137,"0.24299999999999999","0.44400000000000001",0.301,0.341,"0.26","1"
"46","DOOLY",1047,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,0.955109837631328,1,0,0,1,0,NA,NA,NA,NA,74,0.947368421052632,NA,0.846153846153846,NA,0.933333333333333,0.888888888888889,0.91358024691358,0.413333333333333,46191,121,54109,76,78676,"34688","58409",0.0694481119619752,0.0433862433862434,"8.914956011730206E-2","1.7241379310344827E-2",0.184842883548983,0.171428571428571,"0.21818181818181817","9.7701149425287362E-2",0.224188011618696,0.142857142857143,"0.30498533724340177","0.35632183908045978",0.25349881172432,0.231216931216931,"0.26041055718475076","0.42528735632183906",0.268022181146026,0.411111111111111,"0.12727272727272726","0.10344827586206896",2155,0.237047629523705,"137",536,0.322503008423586,395,0.31957928802589,0.209606044252563,0.130556855404773,0.274540920426207,"0.38853503184713378",0.0598290598290598,0.225040916530278,0.051440329218107,0.169,0.101,"0.23599999999999999","0.52600000000000002",0.28,0.409,"0.25900000000000001","-"
"47","DOUGHERTY",11960,10,0.836120401337793,142,0.1,0.9,0,0.9,7,0.7,3,0,1,0,0.666666666666667,122,10.2006688963211,0.0245901639344262,0.959016393442623,0,0.69672131147541,5,0,1,0,0.6,755,0.891857506361323,0.740740740740741,0.7,NA,0.906976744186046,0.846753246753247,0.87995337995338,0.293640054127199,42629,145,45640,128,65418,"39354","32054",0.0984694926706031,0.0396419437340153,"0.12069261837243275","4.1719342604298354E-2",0.210510854557739,0.12617220801364,"0.24641230557703875","0.34386852085967129",0.244146764196116,0.187340153452685,"0.26871186731975594","0.23767383059418457",0.27452190006169,0.364236999147485,"0.23588553750966745","0.26801517067003794",0.172350988513851,0.282608695652174,"0.12829767122110511","0.10872313527180784",22306,0.276948672742172,"154",8106,0.412729124236253,5636,0.397573363431151,0.263740443964512,0.105326754606787,0.313348773555111,"0.43625730994152045",0.152496527523942,0.34813602898212,0.0697837795644368,0.212,0.058,"0.26599999999999996","0.48699999999999999",0.351,0.159,"0.37","0.75800000000000001"
"48","DOUGLAS",22369,2,0.0894094505789262,87,0.5,0,0,1,2,1,0,NA,NA,NA,NA,55,2.45875989092047,0.0545454545454545,0.872727272727273,0.0363636363636364,0.745454545454545,1,0,1,0,1,1974,0.906870229007634,0.875912408759124,0.812834224598931,1,0.910268270120259,0.862369337979094,0.867066895368782,0.439598997493734,79242,21,76930,23,78799,"72508","68494",0.0545181199556892,0.0395264116575592,"6.7484914412380442E-2","4.1534391534391535E-2",0.0823112834309226,0.0831056466302368,"8.5136078157711098E-2","7.1164021164021166E-2",0.174177084981801,0.169899817850638,"0.17823570460982718","0.2164021164021164",0.335911536635544,0.352686703096539,"0.31148146627806739","0.42910052910052909",0.353081974996044,0.354781420765027,"0.35766183654201389","0.24179894179894179",14898,0.101948225246864,"18",5239,0.143616875462595,3846,0.138062246473059,0.115971935617004,0.100624899855792,0.124422122024999,"0.17440801457194899",0.0722514326224375,0.156008192990442,0.0391469262148429,0.088,0.07,"9.9999999999999992E-2","0.11600000000000001",0.18,0.169,"0.16899999999999998","0.23699999999999999"
"49","EARLY",1473,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,4,2.71554650373388,0,1,0,0.75,0,NA,NA,NA,NA,122,0.947368421052632,0.743589743589744,NA,NA,0.909090909090909,0.861111111111111,0.884057971014493,0.403225806451613,43417,143,48355,109,59450,"39807","53250",0.0694721115537849,0.0519922254616132,"9.0194022024121662E-2","0",0.192480079681275,0.152089407191448,"0.23964341898269534","0.17857142857142858",0.250498007968127,0.206025267249757,"0.29365495542737285","0.10714285714285714",0.316235059760956,0.362001943634597,"0.26166754063974829","0.7142857142857143",0.171314741035857,0.227891156462585,"0.11484006292606187","0",2461,0.23731918997107,"138",909,0.358014966522253,637,0.335793357933579,0.222453026154282,0.140362225097025,0.297417631344613,"0.12903225806451613",0.128607594936709,0.268018018018018,0.070230607966457,0.171,0.099,"0.255","0",0.395,0.427,"0.39499999999999996","0"
"50","ECHOLS",534,1,1.87265917602996,155,1,0,0,0,1,1,0,NA,NA,NA,NA,2,3.74531835205992,1,0,0,0.5,0,NA,NA,NA,NA,54,NA,0.928571428571429,0.925925925925926,NA,0.918918918918919,0.952380952380952,0.931034482758621,0.44,47195,116,61184,48,61569,"24507","50938",0.0872045639771801,0.0746606334841629,"0","0.12543554006968641",0.165444172779136,0.126696832579186,"0.62295081967213117","0.20905923344947736",0.127139364303178,0.156108597285068,"0.29508196721311475","0.11846689895470383",0.358598207008965,0.42420814479638,"8.1967213114754092E-2","0.35540069686411152",0.26161369193154,0.218325791855204,"0","0.19163763066202091",774,0.211129296235679,"110",282,0.302250803858521,208,0.301013024602026,0.149716752090639,0.110474631751228,0,"0.26631853785900783",0.172268907563025,0.2,0.182965299684543,0.142,0.064,"0","0.33199999999999996",0.332,0.128,"0","0.59399999999999997"
"51","EFFINGHAM",10097,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,36,3.56541546994157,0.638888888888889,0.361111111111111,0,0.583333333333333,11,0.636363636363636,0.363636363636364,0,0.363636363636364,871,0.939393939393939,0.920634920634921,0.920454545454545,1,0.934240362811791,0.910714285714286,0.91254752851711,0.432155074116306,88111,10,79474,19,84576,"57044","66706",0.0375985977212971,0.0396157106527268,"4.1967388398823843E-2","2.5960539979231569E-2",0.0764241893076249,0.0562305736083639,"0.13819834268912057","0.19730010384215993",0.168799298860649,0.172760666855044,"0.18123496391339214","0.10280373831775701",0.335495179666959,0.322633512291608,"0.41352579524191391","0.36033229491173419",0.381682734443471,0.408759536592258,"0.22507350975674953","0.31360332294911736",5859,0.085507880910683,"13",1812,0.101336614283317,1262,0.09321908701433,0.0661822557504512,0.0583325052171321,0.103126776577601,"0.10888331940963519",0.118659538401356,0.11105734333414,0.0438629167442727,0.046,0.042,"4.9000000000000002E-2","0.13099999999999998",0.119,0.11,"8.1000000000000003E-2","0.45500000000000002"
"52","ELBERT",2484,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,5,2.01288244766506,0,1,0,0.2,1,0,1,0,0,167,0.867647058823529,0.877551020408163,0.761904761904762,NA,0.922222222222222,0.807692307692308,0.90625,0.520710059171598,49220,100,48190,110,51698,"37143","51250",0.0734154705957068,0.063257065948856,"0.10714285714285714","0",0.164613235107329,0.149586617958085,"0.21334586466165414","0.21937321937321938",0.290105423599644,0.267833109017497,"0.35761278195488722","0.25641025641025639",0.251873491680427,0.289751970774851,"0.15319548872180452","0.19658119658119658",0.219992379016893,0.229571236300711,"0.16870300751879699","0.32763532763532766",3171,0.162174602362809,"74",1135,0.262670678083777,786,0.239415169052696,0.189894474190362,0.14001572327044,0.332832738877417,"6.6960352422907488E-2",0.124455825864277,0.228234336859235,0.024077868852459,0.128,0.106,"0.214","3.7999999999999999E-2",0.305,0.297,"0.36400000000000005","5.5E-2"
"53","EMANUEL",3154,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,8,2.53646163601775,0.625,0.125,0,1,1,1,0,0,1,243,0.826086956521739,0.876923076923077,0.92,NA,0.936170212765957,0.792857142857143,0.864768683274021,0.5,46975,119,47905,112,51919,"42753","43594",0.0633337339262108,0.0340084065724112,"0.13070283600493218","0.04",0.18363177502704,0.159342758884219,"0.17961364570489108","0.26500000000000001",0.281336377839202,0.275124188001528,"0.34155363748458695","0.28499999999999998",0.306934262708809,0.349063813526939,"0.26017262638717631","0.41",0.164763850498738,0.182460833014903,"8.7957254418413483E-2","0",4490,0.20812088625197,"107",1565,0.280465949820789,1143,0.276420798065296,0.213609981262282,0.180894308943089,0.246202350243623,"0.2750965250965251",0.137260509007721,0.326530612244898,0.0444444444444444,0.176,0.15,"0.23099999999999998","0.36300000000000004",0.403,0.398,"0.42199999999999999","0.93300000000000005"
"54","EVANS",1627,2,1.22925629993854,150,0,0,0,1,2,1,0,NA,NA,NA,NA,1,0.614628149969269,0,0,1,1,0,NA,NA,NA,NA,128,0.880952380952381,0.862068965517241,0.95,NA,0.923076923076923,0.860759493670886,0.888888888888889,0.356589147286822,45163,131,55222,69,65409,"40774","33839",0.0779253960143076,0.0570483670938404,"0.12174721189591078","0.11320754716981132",0.177567705671947,0.123191401405539,"0.23327137546468402","0.29245283018867924",0.191108840061318,0.193881769326168,"0.19702602230483271","0.16037735849056603",0.340827797649463,0.343530384456387,"0.38568773234200743","0.24842767295597484",0.212570260602964,0.282348077718065,"6.2267657992565055E-2","0.18553459119496854",2186,0.216457074957917,"117",804,0.307104660045837,582,0.289696366351419,0.212452425100029,0.11937984496124,0.340379008746356,"0.38239875389408101",0.189473684210526,0.213960546282246,0.0330578512396694,0.196,0.075,"0.32200000000000001","0.497",0.506,0.349,"0.41600000000000004","0.93499999999999994"
"55","FANNIN",2286,1,0.437445319335083,121,1,0,0,0,1,1,0,NA,NA,NA,NA,15,6.56167979002625,0.8,0,0.133333333333333,0.866666666666667,1,1,0,0,0,212,NA,0.926267281105991,NA,NA,0.919191919191919,0.937984496124031,0.897959183673469,0.453703703703704,60604,55,54857,72,55636,"-","87589",0.061799240752185,0.0611716873036407,"-","0.11330049261083744",0.123775050763662,0.126409166512659,"-","0",0.250198640416703,0.247643688782111,"-","0.21182266009852216",0.342897501544981,0.342727776751063,"-","0.37438423645320196",0.221329566522468,0.222047680650527,"-","0.30049261083743845",2932,0.114437375590336,"30",696,0.180685358255452,519,0.177435897435897,0.117700621560632,0.117837338262477,0,"0.12051649928263988",0.101602136181575,0.202685690306337,0.0323922083606916,0.085,0.081,"-","0.23299999999999998",0.249,0.263,"-","0"
"56","FAYETTE",18001,2,0.111104938614521,88,0.5,0.5,0,0.5,1,0.5,1,0,1,0,0,31,1.72212654852508,0.161290322580645,0.612903225806452,0.225806451612903,0.67741935483871,8,0.125,0.25,0.625,0.375,1556,0.909433962264151,0.941255006675567,0.864628820960699,0.96969696969697,0.931506849315068,0.90888638920135,0.861764705882353,0.582145071295722,109358,3,105910,3,107806,"104158","80174",0.023852825965305,0.0222048808172531,"2.5380228136882128E-2","7.4894917844860534E-2",0.0553068457377355,0.0594140181611805,"5.0190114068441066E-2","6.0374474589224306E-2",0.116536094012311,0.113365493757094,"0.13365019011406845","0.15475735575085978",0.272686998694273,0.258477582292849,"0.26901140684410646","0.2980512036683225",0.531617235590375,0.546538024971623,"0.52176806083650185","0.41192204814673289",7155,0.059003009936915,"3",2120,0.0784952606635071,1560,0.0712458896602119,0.0526645237692438,0.0498247163717669,0.058857551117613,"9.5243338471702271E-2",0.0373210861907522,0.115121684440798,0.0255730547325745,0.036,0.03,"4.2999999999999997E-2","9.4E-2",0.131,0.164,"9.9000000000000005E-2","0.13599999999999998"
"57","FLOYD",14223,18,1.26555578991774,152,0,0.666666666666667,0,0.888888888888889,14,0.777777777777778,4,0,0.5,0,1,50,3.5154327497715,0.16,0.6,0.16,0.84,5,0.2,0.8,0,1,488,0.971428571428571,0.95273631840796,0.925925925925926,NA,0.952727272727273,0.953586497890295,0.923076923076923,0.524096385542169,56651,67,57868,57,66839,"31015","47829",0.0547838648738749,0.0483462401389593,"8.8374739237625635E-2","4.5193929173693088E-2",0.157211912434715,0.125642324672505,"0.33737910108097857","7.4873524451939288E-2",0.230386709634404,0.208366505030035,"0.26360705480750996","0.43676222596964587",0.280225580620069,0.293551422161106,"0.22207472027308933","0.24553119730185496",0.277391932436937,0.324093507997395,"8.8564384600796506E-2","0.19763912310286677",14366,0.150665967488201,"65",3876,0.178002296211251,2861,0.175403102200969,0.175246695708396,0.138529858263695,0.351958389155962,"0.2268421052631579",0.096612779060816,0.253557827219884,0.0334659168838294,0.131,0.108,"0.30199999999999999","0.19999999999999998",0.356,0.358,"0.41799999999999998","0.39700000000000002"
"58","FORSYTH",41644,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,22,0.528287388339257,0.409090909090909,0.0454545454545455,0.5,0.772727272727273,0,NA,NA,NA,NA,4002,0.92817679558011,0.963825363825364,0.8875,0.991179713340684,0.9625,0.952834683182468,0.86304347826087,0.711485983626892,130909,1,131660,1,127448,"102266","102837",0.0181545439512414,0.0191732151145111,"1.24582193862048E-2","7.058823529411765E-3",0.0402423755640075,0.0395947697773794,"4.0109389243391066E-2","9.4957983193277307E-2",0.0924263542084997,0.101531616599715,"0.10240048617441506","0.11596638655462185",0.203550589402565,0.219643743098123,"0.30537830446672742","0.26319327731092435",0.645626136873686,0.620056655410272,"0.53965360072926161","0.51882352941176468",10836,0.0407938922101586,"1",2701,0.0402371623936717,1910,0.0359387348060061,0.0459537251419328,0.0428909210039028,0.0356583072100313,"0.10786128594347773",0.0557814278744511,0.142613236918751,0.018934758807239,0.032,0.028,"2.4E-2","9.1999999999999998E-2",0.134,0.124,"4.2999999999999997E-2","0.33999999999999997"
"59","FRANKLIN",3166,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,5,1.57927984838914,0.6,0.2,0,0.8,2,0.5,0,0,0.5,228,0.916666666666667,0.905555555555556,0.96,NA,0.931297709923664,0.890756302521008,0.902173913043478,0.515837104072398,49940,93,52597,85,52807,"-","65208",0.0843190069094742,0.0800273597811218,"0.10648714810281518","0",0.171917086309872,0.160738714090287,"0.2864137086903305","6.4150943396226415E-2",0.227192879728305,0.237072503419973,"0.15299877600979192","0.27924528301886792",0.316430495374166,0.337482900136799,"0.13953488372093023","0.56226415094339621",0.200140531678182,0.184678522571819,"0.31456548347613217","9.4339622641509441E-2",3731,0.159922846120874,"72",1043,0.202367093519596,760,0.200474808757584,0.184346901714134,0.163764357169322,0.284764826175869,"0.22609400324149109",0.117660929026173,0.298322147651007,0.0656961552818216,0.129,0.118,"0.23400000000000001","0.11599999999999999",0.371,0.29,"0.71","0.59100000000000008"
"60","FULTON",134351,35,0.260511644870526,107,0,0.971428571428571,0,0.942857142857143,35,1,0,NA,NA,NA,NA,364,2.70932110665347,0.0192307692307692,0.928571428571429,0.043956043956044,0.876373626373626,1,0,1,0,1,6815,0.867017774851876,0.964920273348519,0.81657848324515,0.986170212765957,0.921813917122752,0.88355795148248,0.852315869400152,0.579906678331875,89798,9,86267,10,125082,"55598","74566",0.0571047074897528,0.0303078387813393,"8.6826742045892025E-2","5.7201348747591522E-2",0.0973902975672942,0.0518486194858775,"0.15308592493368281","9.3127809890815677E-2",0.148486434693117,0.0994525547445256,"0.21321702993898292","0.19111271676300579",0.263241478432138,0.22648563947953,"0.29912086868931909","0.3008188824662813",0.433777081817698,0.591905347508727,"0.24774943439212316","0.35773924213230573",133088,0.127476363023349,"42",38021,0.173918413276368,26995,0.166429306847677,0.124837381901939,0.0592727598532505,0.19228887235483,"0.1605592992809389",0.123562305394929,0.306909432527345,0.044582138739038,0.087,0.03,"0.155","0.13200000000000001",0.217,0.099,"0.23800000000000002","0.32100000000000001"
"61","GILMER",3279,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,12,3.65965233302836,0.75,0.0833333333333333,0.0833333333333333,0.666666666666667,3,1,0,0,1,234,NA,0.922619047619048,0.939024390243902,NA,0.962406015037594,0.890756302521008,0.921875,0.504201680672269,68294,36,70334,31,70595,"-","77500",0.0442959278831209,0.0443483422369202,"0","2.4008350730688934E-2",0.14034815045073,0.135843296871025,"0","7.5156576200417533E-2",0.194902082685732,0.194437378105656,"0","0.20876826722338204",0.342011190550202,0.34511998643263,"0","0.46555323590814196",0.278442648430214,0.280250996353769,"1","0.22651356993736951",4480,0.139516053688767,"57",1194,0.207040055488122,828,0.193684210526316,0.148382965097662,0.142385282000284,0.149659863945578,"0.19456662354463131",0.0999005964214712,0.296941896024465,0.0351804593510755,0.095,0.088,"0","0.13300000000000001",0.339,0.327,"-","0.94300000000000006"
"62","GLASCOCK",380,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,2.63157894736842,1,0,0,1,0,NA,NA,NA,NA,39,NA,0.9,NA,NA,0.909090909090909,0.904761904761905,0.789473684210526,0.615384615384615,55539,71,60469,52,60673,"-","-",0.0370722433460076,0.0365726227795193,"4.3010752688172046E-2","-",0.189163498098859,0.204806687565308,"3.2258064516129031E-2","-",0.218631178707224,0.197492163009404,"0.44086021505376344","-",0.316539923954373,0.313479623824451,"0.33333333333333331","-",0.238593155893536,0.247648902821317,"0.15053763440860216","-",400,0.138840680319334,"56",114,0.185667752442997,80,0.166320166320166,0.155264090747962,0.164673046251994,0.0629370629370629,"0",0.155502392344498,0.268571428571429,0.00836820083682008,0.097,0.103,"5.3999999999999992E-2","-",0.309,0.457,"6.9999999999999993E-2","-"
