"","County","At Risk Pop 10-19","Court Commitments(CC)","Commitment Rate per 1K","Commitment Rate Rank","CC White %","CC Black %","CC Hispanic %","CC Male %","Alt Plans Commitments","Alt Plans Commitments %","Detention Long Term","Detention Long Term White %","Detention Long Term Black %","Detention Long Term Hispanic %","Detention Long Term Male %","Detention Total","Detention Rate per 1K","Detention White %","Detention Black %","Detention Hispanic %","Detention Male %","Short-Term Program","Short-Term Program White %","Short-Term Program Black %","Short-Term Program Hispanic %","Short-Term Program Male %","22/23 Grads","GR Black","GR White","GR Hispanic","GR Asian","GR Female","GR Male","GR Eco Dis","Grads with HOPE Rate","2022 Model-Based Estimate of Median Household Income, Dollars","2022 Rank","2018-2022 Median Household Income, Dollars","2018-2022 Rank of Total","2018-2022 Median Household Income, White, Dollars","2018-2022 Median Household Income, Black, Dollars","2018-2022 Median Household Income, Hispanic, Dollars","2018-2022 Households With Incomes Less than $10,000, Percent","2018-2022 Households With Incomes Less than $10,000, White, Percent","2018-2022 Households With Incomes Less than $10,000, Black, Percent","2018-2022 Households With Incomes Less than $10,000, Hispanic, Percent","2018-2022 Households With Incomes $10,000-$24,999, Percent","2018-2022 Households With Incomes $10,000-$24,999, White, Percent","2018-2022 Households With Incomes $10,000-$24,999, Black, Percent...15","2018-2022 Households With Incomes $10,000-$24,999, Black, Percent...16","2018-2022 Households With Incomes $25,000-$49,999, Percent","2018-2022 Households With Incomes $25,000-$49,999, White, Percent...18","2018-2022 Households With Incomes $25,000-$49,999, White, Percent...19","2018-2022 Households With Incomes $25,000-$49,999, White, Percent...20","2018-2022 Households With Incomes $50,000-$99,999, Percent","2018-2022 Households With Incomes $50,000-$99,999, White, Percent","2018-2022 Households With Incomes $50,000-$99,999, Black, Percent","2018-2022 Households With Incomes $50,000-$99,999, Hispanic, Percent","2018-2022 Households With Incomes $100,000 or More, Percent","2018-2022 Households With Incomes $100,000 or More, White, Percent","2018-2022 Households With Incomes $100,000 or More, Black, Percent","2018-2022 Households With Incomes $100,000 or More, Hispanic, Percent","2022 Total Persons in Poverty","2022 Total Persons in Poverty, Percent","2022 Rank of Total Persons in Poverty, Percent","2022 Children Under Age 18 in Poverty","2022 Children Under Age 18 in Poverty, Percent","2022 Related Children in Families, Age 5-17, in Poverty","2022 Related Children in Families, Age 5-17, in Poverty, Percent","2018-2022 Persons Below Poverty Level, Percent","2018-2022 Persons Below Poverty Level, White, Percent","2018-2022 Persons Below Poverty Level, Black, Percent","2018-2022 Persons Below Poverty Level, Hispanic, Percent","2018-2022 Persons Age 65 and Over in Poverty, Percent","2018-2022 Persons Less than High School Graduates in Poverty, Percent","2018-2022 Persons with Bachelor's Degree or Higher in Poverty, Percent","2018-2022 Families Below Poverty Level, Percent","2018-2022 Families Below Poverty Level with a White Householder, Percent","2018-2022 Families Below Poverty Level with a Black Householder, Percent","2018-2022 Families Below Poverty Level with a Hispanic Householder, Percent","2018-2022 Families Below Poverty Level, Female Head of Household, No Husband Present, Percent","2018-2022 Poverty Level with a White Householder, Female Head of Household, No Husband Present, Percent","2018-2022 Poverty Level with a Black Householder, Female Head of Household, No Husband Present, Percent","2018-2022 Poverty Level with an Hispanic Householder, Female Head of Household, No Husband Present, Percent"
"63","GLYNN",10074,12,1.19118522930316,149,0.0833333333333333,0.916666666666667,0,0.75,11,0.916666666666667,1,0,1,0,1,51,5.06253722453842,0.0980392156862745,0.784313725490196,0.0784313725490196,0.803921568627451,10,0,0.9,0.1,1,796,0.949367088607595,0.976415094339623,0.941666666666667,1,0.97323600973236,0.956521739130435,0.950953678474114,0.512468827930175,63532,45,65970,42,75145,"37301","36154",0.055367597305169,0.035132466677637,"0.11113920849664939","0.10974025974025974",0.120620164161101,0.0975810432779332,"0.19812871412315083","0.23181818181818181",0.200435409373069,0.173481981240744,"0.26526741686686056","0.26428571428571429",0.316554382042305,0.330385058416982,"0.28195726387659631","0.27272727272727271",0.307022447118355,0.363419450386704,"0.14350739663674295","0.12142857142857143",11354,0.136520494907836,"53",3551,0.208710473727519,2418,0.191342882013136,0.164105649479574,0.107449908270082,0.271890081749237,"0.45792426367461431",0.0698218262806236,0.325014425851125,0.0385980236938363,0.115,0.065,"0.249","0.39599999999999996",0.276,0.159,"0.38100000000000001","0.54400000000000004"
"64","GORDON",7843,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,19,2.4225423944919,0.421052631578947,0.157894736842105,0.315789473684211,0.842105263157895,4,0.25,0,0.75,1,473,1,0.967032967032967,0.978723404255319,NA,0.976833976833977,0.956521739130435,0.972222222222222,0.640425531914894,63946,43,57555,58,59195,"33538","54058",0.0462661153004135,0.0534203803576497,"0","3.8402457757296467E-3",0.148431038676721,0.154697700823162,"0.10850801479654747","0.14669738863287252",0.232692775480418,0.215441385183083,"0.48581997533908755","0.30952380952380953",0.307954269034298,0.30723814930457,"0.22441430332922319","0.33064516129032256",0.264655801508149,0.269202384331536,"0.18125770653514181","0.20929339477726575",6721,0.115318623245599,"32",1994,0.151152213462705,1490,0.149673530889001,0.140193128542439,0.136923837997118,0.0714645193759436,"0.19923331951927062",0.133152173913043,0.248350612629595,0.0372709071307562,0.106,0.097,"2.8000000000000001E-2","0.20400000000000001",0.279,0.267,"0.14599999999999999","0.25600000000000001"
"65","GRADY",3682,1,0.271591526344378,108,1,0,0,1,0,0,1,1,0,0,1,9,2.4443237370994,0.222222222222222,0.666666666666667,0.111111111111111,0.888888888888889,0,NA,NA,NA,NA,258,0.918367346938776,0.884955752212389,0.869565217391304,NA,0.902097902097902,0.883561643835616,0.892733564013841,0.402298850574713,48548,106,51929,91,57514,"32376","48750",0.0818014705882353,0.0617526865445739,"0.13602798289933929","8.7912087912087919E-2",0.172691993464052,0.14212199182685,"0.24990283715507189","9.6153846153846159E-2",0.22375408496732,0.212653246556682,"0.22736105713175281","0.31868131868131866",0.288602941176471,0.326320569093386,"0.21181500194325689","0.29532967032967034",0.233149509803922,0.257151505978508,"0.17489312087057909","0.20192307692307693",5587,0.216307251538968,"116",2041,0.326090429781115,1411,0.301238257899231,0.197989561183066,0.143917095903851,0.261467283542631,"0.30361842105263159",0.134420813545323,0.260072158749248,0.0840787119856887,0.145,0.109,"0.21299999999999997","0.25900000000000001",0.363,0.338,"0.34899999999999998","0.39399999999999996"
"66","GREENE",1958,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,5,2.55362614913177,0,1,0,0.8,0,NA,NA,NA,NA,142,0.876923076923077,0.890625,0.727272727272727,NA,0.914634146341463,0.788235294117647,0.794392523364486,0.510489510489511,74488,26,77527,21,95313,"41985","-",0.0485755546803203,0.0319250621296119,"7.5406604238541147E-2","9.1703056768558958E-2",0.133517132729421,0.095201682278723,"0.25579103006407095","0",0.180385978731784,0.124259223857771,"0.3011335633316905","0.36244541484716158",0.268872259419719,0.28025234180845,"0.21981271562345983","0.32314410480349343",0.368649074438755,0.468361689925444,"0.14785608674223755","0.22270742358078602",2716,0.135644009389202,"52",819,0.239333722969024,550,0.210003818251241,0.129165782211845,0.0861625742398723,0.139479503316891,"0.44355484387510008",0.0605405405405405,0.324175824175824,0.0216652506372133,0.078,0.046,"0.114","0.33",0.191,0.247,"0.154","0"
"67","GWINNETT",150950,50,0.331235508446506,115,0.14,0.54,0,0.94,49,0.98,1,0,1,0,1,302,2.00066247101689,0.109271523178808,0.529801324503311,0.321192052980132,0.781456953642384,13,0.0769230769230769,0.461538461538462,0.461538461538462,1,12254,0.845705089519211,0.904460966542751,0.699899091826438,0.925783397471138,0.852820932134096,0.785536486309446,0.781609195402299,0.549524342473419,83918,15,82296,15,96507,"76747","63883",0.0359529642640367,0.0286496010543053,"3.5997002964459068E-2","4.8753374622836271E-2",0.0721386541539952,0.0653712272056612,"7.0234876372283941E-2","9.0907486810297672E-2",0.173868057149866,0.137854717873054,"0.1863591447589884","0.24823108005575847",0.308861499948108,0.28540732570299,"0.3409453692543245","0.3480493356624848",0.409178824483994,0.48271712816399,"0.3664636066499441","0.26405872284862281",86107,0.0889426702116891,"15",27003,0.108946763228501,17937,0.0943541132964761,0.101232885785385,0.0709618424805987,0.097519129935338,"0.16911481965700223",0.0884189625217175,0.174096655106835,0.0437211877666246,0.082,0.051,"8.6999999999999994E-2","0.14100000000000001",0.184,0.123,"0.189","0.29199999999999998"
"68","HABERSHAM",6265,1,0.159616919393456,98,1,0,0,0,1,1,0,NA,NA,NA,NA,15,2.39425379090184,0.866666666666667,0.133333333333333,0,0.466666666666667,3,1,0,0,0,492,0.833333333333333,0.98220640569395,0.978609625668449,1,0.97609561752988,0.98015873015873,0.971074380165289,0.485714285714286,62428,48,61292,47,61115,"68068","59144",0.0528642829680892,0.0526622477966349,"0.15211267605633802","1.9083969465648854E-3",0.139241317442009,0.146186903634642,"9.8591549295774641E-2","7.7608142493638677E-2",0.229463027040882,0.222084638356763,"5.9154929577464786E-2","0.31170483460559795",0.303344867358708,0.304756355160609,"0.3183098591549296","0.35305343511450382",0.275086505190311,0.274309855051351,"0.37183098591549296","0.25572519083969464",6213,0.138445083227488,"55",1626,0.15815582141815,1102,0.144486692015209,0.135634230409277,0.126293535106265,0.215772179627601,"0.17745868328366296",0.12093023255814,0.235722964763062,0.0497245373640345,0.099,0.094,"0.05","0.187",0.259,0.269,"0.2","0.43499999999999994"
"69","HALL",29522,7,0.237111306822031,102,0.142857142857143,0.285714285714286,0,0.571428571428571,7,1,0,NA,NA,NA,NA,111,3.75990786532078,0.297297297297297,0.216216216216216,0.459459459459459,0.630630630630631,4,0.5,0.25,0.25,0.5,1853,0.878260869565217,0.899786780383795,0.849342770475228,0.911764705882353,0.906155398587286,0.848134991119005,0.874213836477987,0.461052631578947,76789,23,74153,28,78479,"61661","66961",0.0385230662804272,0.033616848926691,"4.8051685846961435E-2","4.1678540894841833E-2",0.099413434793261,0.0991199970543834,"0.14859681001413286","0.10259333143345682",0.17823223370372,0.173478404948636,"0.23379769836462749","0.20532915360501566",0.326934440168908,0.308001030965794,"0.35311932162325865","0.39776289541179821",0.356896825053684,0.385783718104496,"0.2164344841510196","0.25263607865488741",24679,0.117206496960486,"33",8581,0.173213564796124,5968,0.163015569516526,0.13512833541347,0.123923209451144,0.139652890130902,"0.22810553008547871",0.0856310244339834,0.218627799502311,0.0339821361031102,0.102,0.088,"0.10600000000000001","0.21199999999999997",0.285,0.255,"0.20700000000000002","0.43900000000000006"
"70","HANCOCK",814,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,1.22850122850123,0,1,0,1,0,NA,NA,NA,NA,53,0.838709677419355,NA,NA,NA,0.888888888888889,0.783783783783784,0.828125,0.365384615384615,38570,157,31767,157,57304,"24790","-",0.088689407540395,0.0200945626477541,"0.11929460580912864","-",0.315978456014363,0.153664302600473,"0.38537344398340251","-",0.242010771992819,0.236406619385343,"0.24585062240663899","-",0.185637342908438,0.256501182033097,"0.15352697095435686","-",0.167684021543986,0.333333333333333,"9.5954356846473035E-2","-",1912,0.264856628341876,"149",461,0.379423868312757,337,0.351041666666667,0.274978650725875,0.0647902283590016,0.365287588294652,"0",0.16802860061287,0.434351775392238,0,0.217,0.043,"0.31900000000000001","-",0.668,0,"0.68800000000000006","-"
"71","HARALSON",4160,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,9,2.16346153846154,0.888888888888889,0,0,0.666666666666667,0,NA,NA,NA,NA,204,NA,0.978021978021978,1,NA,0.954545454545455,0.98019801980198,0.966824644549763,0.386473429951691,57912,62,65940,43,69915,"44955","-",0.0738751430835608,0.0754590022109007,"1.8181818181818181E-2","0.30158730158730157",0.120806551025799,0.114197827549745,"0.1191919191919192","0",0.179008540987937,0.170623858502355,"0.36363636363636365","4.2328042328042326E-2",0.341991723166329,0.344131500528694,"0.42020202020202019","0.31216931216931215",0.284318041736374,0.295587811208305,"7.8787878787878782E-2","0.3439153439153439",4682,0.150691985838429,"66",1442,0.192626235639861,998,0.180600796235975,0.125125560838412,0.127006229388054,0.0713749060856499,"8.8721804511278202E-2",0.13134135855546,0.234317343173432,0.0665764546684709,0.089,0.085,"0.157","0",0.212,0.253,"7.7999999999999986E-2","-"
"72","HARRIS",4702,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,3,0.638026371756699,0.666666666666667,0.333333333333333,0,0.666666666666667,0,NA,NA,NA,NA,395,0.852459016393443,0.91304347826087,0.95,NA,0.938775510204082,0.882845188284519,0.818181818181818,0.552763819095477,90636,8,85936,11,90943,"65128","75833",0.033677482792527,0.0239892461999793,"8.2872928176795577E-2","3.5353535353535352E-2",0.0732546705998033,0.0595595078068452,"0.11300853842290307","7.8282828282828287E-2",0.125532612258276,0.122221073311964,"0.1531893520843797","5.3030303030303032E-2",0.362340216322517,0.35787405645745,"0.41486690105474638","0.53535353535353536",0.405195018026876,0.436356116223762,"0.23606228026117529","0.29797979797979796",3235,0.0903984798524563,"16",797,0.103789555931762,572,0.0966053031582503,0.0752216247638425,0.0567752552642406,0.155958055290753,"6.9215557020435067E-2",0.0647425897035881,0.17526455026455,0.0243994466104892,0.058,0.046,"9.9999999999999992E-2","0.124",0.235,0.191,"0.28900000000000003","0.40399999999999991"
"73","HART",3094,1,0.323206205559147,114,1,0,0,0,1,1,0,NA,NA,NA,NA,2,0.646412411118294,1,0,0,1,0,NA,NA,NA,NA,223,0.914893617021277,0.951048951048951,1,NA,0.966101694915254,0.939655172413793,0.969387755102041,0.56,56137,68,61765,46,67585,"44583","53933",0.0576063726442588,0.0449649298597194,"0.11957796014067995","0.10238907849829351",0.14853312609287,0.127880761523046,"0.22508792497069169","0.10580204778156997",0.217116767048766,0.219689378757515,"0.23681125439624853","0.21160409556313994",0.327569457936662,0.335796593186373,"0.2309495896834701","0.58020477815699656",0.249174276277443,0.271668336673347,"0.18757327080890973","0",3711,0.14180901066147,"59",1082,0.203613097478359,784,0.196343601302279,0.108490939305215,0.0855846458746219,0.175894281157439,"9.9796334012219962E-2",0.120339282558756,0.209439528023599,0.0584998551983782,0.084,0.068,"0.17899999999999996","3.9000000000000007E-2",0.196,0.148,"0.28900000000000003","0"
"74","HEARD",1568,1,0.637755102040816,133,0,1,0,1,0,0,1,0,1,0,1,2,1.27551020408163,0,0.5,0,1,0,NA,NA,NA,NA,142,0.944444444444444,0.923728813559322,NA,NA,0.959459459459459,0.89873417721519,0.928571428571429,0.590277777777778,56724,66,62965,45,62436,"55385","-",0.0567536889897843,0.0606372045220966,"3.7634408602150539E-2","0",0.183654937570942,0.175745118191161,"0.31182795698924731","0.65789473684210531",0.186379114642452,0.194501541623844,"0.1424731182795699","0",0.330306469920545,0.322970195272354,"0.2768817204301075","0.34210526315789475",0.242905788876277,0.246145940390545,"0.23118279569892472","0",1727,0.149162204180342,"64",562,0.211915535444947,376,0.186138613861386,0.166902529630285,0.169275123558484,0.196858638743455,"8.2644628099173556E-2",0.113085621970921,0.315918367346939,0.0457079152731327,0.145,0.152,"0.108","0.125",0.274,0.289,"0.18499999999999997","0.36"
"75","HENRY",38416,19,0.494585589337776,125,0.210526315789474,0.736842105263158,0,0.578947368421053,18,0.947368421052632,1,0,0,1,0,101,2.62911286963765,0.0693069306930693,0.851485148514851,0.0099009900990099,0.594059405940594,3,0,1,0,0.666666666666667,3420,0.893599334995844,0.853598014888337,0.828087167070218,0.857142857142857,0.91701244813278,0.837728194726166,0.852611940298508,0.373913043478261,82379,17,79663,18,81838,"79788","75816",0.0229107889872556,0.0230747611017426,"2.5358802798917206E-2","1.6276041666666668E-2",0.059940169277167,0.0488476672287802,"7.3650339649624599E-2","4.2317708333333336E-2",0.17780182897169,0.189151208544126,"0.17099954032381634","0.14756944444444445",0.363459480494212,0.349943788645306,"0.35221410695132538","0.49327256944444442",0.375887732269676,0.388982574480045,"0.37777721027631644","0.3005642361111111",19857,0.0803143491573,"10",7149,0.117464386060038,5130,0.108760176390773,0.0842940685045948,0.0707628943967555,0.0895797598627787,"9.8912508880266675E-2",0.0747890698239645,0.16413295542386,0.0413161686108658,0.068,0.046,"8.3000000000000004E-2","6.9999999999999993E-2",0.13,0.097,"0.13699999999999998","8.3000000000000004E-2"
"76","HOUSTON",24515,13,0.530287579033245,131,0.0769230769230769,0.769230769230769,0,0.538461538461538,13,1,0,NA,NA,NA,NA,136,5.54762390373241,0.183823529411765,0.691176470588235,0.0588235294117647,0.625,11,0.181818181818182,0.636363636363636,0.0909090909090909,0.545454545454545,1969,0.873873873873874,0.903260869565217,0.80672268907563,0.89041095890411,0.899728997289973,0.852760736196319,0.835,0.526234567901235,71237,33,76968,22,84466,"59425","72420",0.0408863662613229,0.0230551548107868,"7.0008776911559711E-2","2.6967122275581824E-2",0.103139901331529,0.0887526356675175,"0.13831380040270536","9.6786110084964905E-2",0.17910472387678,0.160387304405726,"0.21999070679952501","0.21352050240118212",0.315590608345571,0.320247475307957,"0.28912179255511383","0.35759142962689322",0.361278400184797,0.407557429808012,"0.28256492333109606","0.30513483561137789",17991,0.107245685672558,"23",6626,0.156354712350748,4892,0.152275415551267,0.0974698936478838,0.0680577778751945,0.128498256957563,"0.19771968854282537",0.0814604077761972,0.284911607509936,0.0295722328631958,0.079,0.057,"0.10400000000000001","0.19400000000000001",0.208,0.198,"0.187","0.33900000000000002"
"77","IRWIN",1173,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,2,1.70502983802216,0.5,0.5,0,0,0,NA,NA,NA,NA,118,1,0.955223880597015,NA,NA,0.964285714285714,0.984615384615385,0.975206611570248,0.470588235294118,49224,99,46383,122,54133,"27143","81445",0.0745933819405496,0.0698706099815157,"0.1","0",0.183679192372406,0.137153419593346,"0.36883116883116884","0",0.273415591699383,0.26358595194085,"0.32077922077922078","0",0.337633202467751,0.365249537892791,"0.18181818181818182","0.81395348837209303",0.13067863151991,0.164140480591497,"2.8571428571428571E-2","0.18604651162790697",1676,0.190541155070487,"94",557,0.279197994987469,404,0.270596115204287,0.219908913467794,0.19620056057303,0.3248730964467,"6.4690026954177901E-2",0.108682452944748,0.190730837789661,0.0743494423791822,0.174,0.154,"0.27299999999999996","0",0.313,0.307,"0.317","-"
"78","JACKSON",11802,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,22,1.86409083206236,0.863636363636364,0.0909090909090909,0.0454545454545455,0.863636363636364,2,1,0,0,1,622,0.967741935483871,0.947368421052632,0.95,0.857142857142857,0.981651376146789,0.912121212121212,0.934579439252336,0.4913112164297,82138,18,82056,16,83069,"41324","86813",0.0324009324009324,0.0274959231744881,"9.4147582697201013E-2","4.7454275827978253E-2",0.0728049728049728,0.0651839101286465,"0.20165394402035625","4.0533860603064756E-2",0.182012432012432,0.184770791810111,"0.24427480916030533","0.17449332674246168",0.315306915306915,0.320755571661533,"0.20483460559796438","0.30054374691052893",0.397474747474747,0.401793803225222,"0.25508905852417302","0.43697478991596639",6088,0.0731300075676585,"6",2038,0.0989897027394599,1501,0.0965025073935965,0.0813674136505061,0.0687484060188727,0.231924882629108,"9.583038869257951E-2",0.0886867015899274,0.178519121236778,0.0136627906976744,0.054,0.048,"0.14500000000000002","0.08",0.205,0.176,"0.32299999999999995","0.23099999999999998"
"79","JASPER",2172,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,4,1.84162062615101,0,1,0,1,0,NA,NA,NA,NA,145,0.90625,0.94392523364486,0.909090909090909,NA,0.955555555555556,0.893939393939394,NA,0.4375,63718,44,57374,59,67405,"38767","53681",0.0647377938517179,0.0396993187690862,"0.14663951120162932","0.2303370786516854",0.0925858951175407,0.0678881841672539,"0.17617107942973523","0.15730337078651685",0.254792043399638,0.230678881841673,"0.37678207739307534","1.6853932584269662E-2",0.331103074141049,0.362931642001409,"0.19653767820773932","0.5337078651685393",0.256781193490054,0.298801973220578,"0.10386965376782077","6.1797752808988762E-2",2038,0.128612899154361,"43",674,0.186600221483942,483,0.175,0.133482932136543,0.112232030264817,0.184249084249084,"0.23880597014925373",0.145700636942675,0.209770114942529,0.0385026737967914,0.095,0.074,"0.18200000000000002","0.20899999999999999",0.108,0.127,"9.6999999999999989E-2","0"
"80","JEFF DAVIS",2203,2,0.907852927825692,145,0.5,0.5,0,1,2,1,0,NA,NA,NA,NA,10,4.53926463912846,0.6,0.3,0.1,0.8,2,1,0,0,0.5,185,1,0.963302752293578,0.959183673469388,NA,0.97196261682243,0.952941176470588,0.94949494949495,0.56989247311828,46143,122,41780,143,41576,"37669","61234",0.110531220876048,0.0998253057149988,"0.20529801324503311","2.8697571743929361E-2",0.202982292637465,0.220613925630147,"0.15783664459161148","0.23620309050772628",0.24044734389562,0.250062390816072,"0.2814569536423841","4.856512141280353E-2",0.300652376514445,0.291989019216371,"0.22847682119205298","0.5629139072847682",0.145386766076421,0.137509358622411,"0.12693156732891833","0.12362030905077263",2995,0.202337521956492,"103",1062,0.2859450726979,764,0.273933309429903,0.225889703884814,0.237582229001811,0.225524475524476,"0.21582733812949639",0.198645598194131,0.319637139807898,0.0402504472271914,0.219,0.213,"0.30099999999999993","0.254",0.578,0.629,"0.54","0.61099999999999999"
"81","JEFFERSON",2020,1,0.495049504950495,126,0,0,0,1,1,1,0,NA,NA,NA,NA,7,3.46534653465346,0,1,0,1,0,NA,NA,NA,NA,123,0.885416666666667,0.9,NA,NA,0.970588235294118,0.802816901408451,0.884892086330935,0.401639344262295,44459,137,46865,118,56356,"38245","37931",0.0799862684517679,0.0537301894085814,"0.10723860589812333","0",0.203570202540336,0.136064940085041,"0.2593833780160858","0.28828828828828829",0.243906625472022,0.202164669501353,"0.27010723860589814","0.42792792792792794",0.259182972880192,0.334364128333978,"0.19973190348525469","0.28378378378378377",0.213353930655681,0.273676072671048,"0.16353887399463807","0",3511,0.236941557565124,"136",1176,0.33841726618705,758,0.288322556104983,0.194094226940942,0.143719993805173,0.226310483870968,"0.31051752921535891",0.137994820569737,0.2344152498712,0.0596616206589492,0.164,0.083,"0.216","0.47199999999999998",0.338,0.179,"0.35599999999999998","-"
"82","JENKINS",976,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,8,8.19672131147541,0.125,0.875,0,0.5,1,0,1,0,1,56,0.838709677419355,0.714285714285714,NA,NA,0.914285714285714,0.648648648648649,0.777777777777778,0.5,41830,148,31463,158,36069,"28444","28835",0.0834091598422809,0.0302059496567506,"0.16967871485943775","0",0.331210191082803,0.362471395881007,"0.30120481927710846","0.27619047619047621",0.271762208067941,0.282379862700229,"0.20381526104417672","0.72380952380952379",0.178343949044586,0.152860411899314,"0.25502008032128515","0",0.13527449196239,0.1720823798627,"7.0281124497991967E-2","0",2070,0.278600269179004,"155",585,0.348421679571173,419,0.342320261437909,0.27898877853734,0.236545415868964,0.295967741935484,"0.46869712351945853",0.180904522613065,0.34919028340081,0.0668896321070234,0.234,0.263,"0.11800000000000001","0.41900000000000004",0.359,0.479,"0.13899999999999998","1"
"83","JOHNSON",915,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,2,2.18579234972678,0.5,0.5,0,1,0,NA,NA,NA,NA,65,0.96,0.886363636363636,NA,NA,0.939393939393939,0.894736842105263,0.915492957746479,0.417910447761194,42603,146,47796,113,56674,"32146","97386",0.0884498480243161,0.0724309642372114,"0.13139418254764293","0",0.209118541033435,0.188773200543232,"0.25576730190571717","2.564102564102564E-2",0.222796352583587,0.202354006337709,"0.27783350050150452","0.20512820512820512",0.316717325227964,0.330013580805794,"0.26379137412236708","0.28205128205128205",0.162917933130699,0.206428248076053,"7.1213640922768301E-2","0.48717948717948717",2033,0.272666309012876,"152",529,0.326543209876543,387,0.332474226804124,0.218637548082889,0.173904761904762,0.318476499189627,"0.22543352601156069",0.146081504702194,0.244615384615385,0.0833333333333333,0.2,0.178,"0.29199999999999998","0.67900000000000005",0.514,0.641,"0.38799999999999996","1"
"84","JONES",4005,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,5,1.24843945068664,0,1,0,0.8,0,NA,NA,NA,NA,370,0.927272727272727,0.858585858585859,NA,NA,0.927184466019418,0.828703703703704,0.822485207100592,0.453551912568306,65515,40,66288,39,69632,"61500","-",0.0668178811076458,0.0608957569408067,"9.2649310872894339E-2","0",0.12238918816747,0.113279203771608,"0.15007656967840735","0.16161616161616163",0.194594083734997,0.193556836039811,"0.20137825421133232","0.22727272727272727",0.314904073339004,0.320193818753274,"0.30513016845329249","0.23737373737373738",0.301294773650884,0.3120743844945,"0.25076569678407351","0.37373737373737376",3243,0.1152656833126,"31",1018,0.160340211056859,735,0.148785425101215,0.142918149466192,0.155295872700149,0.110204081632653,"0.16140350877192983",0.128734710246641,0.233830845771144,0.0289855072463768,0.114,0.13,"5.7000000000000002E-2","0",0.297,0.392,"7.2000000000000008E-2","-"
"85","LAMAR",2610,1,0.383141762452107,118,1,0,0,1,1,1,0,NA,NA,NA,NA,12,4.59770114942529,0.583333333333333,0.416666666666667,0,0.666666666666667,4,0.5,0.5,0,0.75,186,0.867647058823529,0.856060606060606,NA,NA,0.894117647058824,0.827067669172932,NA,0.319148936170213,61542,54,64966,44,77750,"43793","185559",0.0462561433940445,0.0291526845637584,"8.8266953713670618E-2","0",0.135732870771899,0.101719798657718,"0.24058127018299247","0.16949152542372881",0.188349233882625,0.173657718120805,"0.23573735199138859","0",0.342006360219717,0.335360738255034,"0.31054897739504844","0",0.287655391731714,0.360109060402685,"0.12486544671689989","0.83050847457627119",2442,0.129755579171095,"46",784,0.191593352883675,563,0.189243697478992,0.112316564837549,0.10997997329773,0.140471950133571,"0",0.104544010168414,0.275584206285254,0.0160680529300567,0.083,0.062,"0.18000000000000002","0",0.288,0.209,"0.46600000000000003","-"
"86","LANIER",1337,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,4,2.99177262528048,0,1,0,0.5,2,0,1,0,0,93,0.789473684210526,0.91304347826087,NA,NA,0.909090909090909,0.86,0.885714285714286,0.419354838709677,50671,88,39971,147,46838,"33229","-",0.137133182844244,0.0656370656370656,"0.35419126328217237","0",0.172968397291196,0.211583011583012,"7.6741440377804018E-2","0",0.263261851015801,0.231274131274131,"0.31641086186540734","0.76249999999999996",0.228273137697517,0.255984555984556,"0.1641086186540732","1.2500000000000001E-2",0.198363431151242,0.235521235521236,"8.8547815820543094E-2","0.22500000000000001",1878,0.191730474732006,"95",633,0.269820971867008,451,0.265450264861683,0.320964749536178,0.25608833761912,0.473278985507246,"0.46025104602510458",0.287878787878788,0.559300873907616,0.166387959866221,0.277,0.191,"0.43199999999999994","0.77500000000000002",0.702,0.427,"0.78500000000000003","1"
"87","LAURENS",6829,10,1.46434324205594,153,0.2,0.8,0,0.8,9,0.9,1,1,0,0,1,34,4.97876702299019,0.176470588235294,0.823529411764706,0,0.794117647058823,0,NA,NA,NA,NA,439,0.907801418439716,0.821752265861027,0.95,NA,0.885375494071146,0.823754789272031,0.85408560311284,0.497777777777778,47918,113,46776,119,60165,"28395","53112",0.0871273788805928,0.0548408301248944,"0.13890952310206509","4.0816326530612242E-2",0.223600741031831,0.152972110057282,"0.33501708512850986","0.22448979591836735",0.220344692078819,0.226406235327261,"0.21601545089882632","0.18775510204081633",0.243249312300006,0.27091745703822,"0.20368444510473926","0.2857142857142857",0.225677875708752,0.294863367452343,"0.10637349576585946","0.26122448979591839",10450,0.214025314381682,"113",3679,0.306839032527106,2597,0.290882616487455,0.243893885634128,0.150718628105563,0.38288188277087,"0.1720505617977528",0.194535263895376,0.387412587412587,0.112946190729888,0.206,0.125,"0.35499999999999998","0.217",0.439,0.328,"0.51","0"
